OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu6198,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,,
Otu6199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6200,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_pallens
Otu6201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,,
Otu6202,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter,Coprobacter_fastidiosus
Otu6203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,
Otu6204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_tannerae
Otu6205,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccalis
Otu6206,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccalis
Otu6207,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6208,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6209,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu6210,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu6211,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6212,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
Otu6213,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu6214,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu6216,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu6215,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6217,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6218,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6219,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6220,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6221,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6222,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
Otu6223,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6224,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6225,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
Otu6227,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Otu6228,Bacteria,Bacteroidetes,,,,,
Otu6229,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu6230,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_rava
Otu6231,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,,
Otu6232,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu6233,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6235,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6234,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6236,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6237,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu6238,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6239,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_stercoris
Otu6241,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6240,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6242,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_stercoris
Otu6243,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu6244,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6245,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6246,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
Otu6247,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
Otu6248,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium_album
Otu6249,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia_mitskevichiae
Otu6250,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
Otu6252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_inulinivorans
Otu6251,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
Otu6253,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6254,Bacteria,,,,,,
Otu6255,Bacteria,,,,,,
Otu6256,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
Otu6258,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
Otu6257,Bacteria,,,,,,
Otu6260,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
Otu6259,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
Otu6261,Bacteria,Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis,,,,
Otu6262,Bacteria,Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis,,,,
Otu6265,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,
Otu6266,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,
Otu6263,Bacteria,Actinobacteria,Actinobacteria,,,,
Otu6264,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Anoxybacillus,
Otu6267,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,
Otu6270,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum_succiniciproducens
Otu6268,Bacteria,Firmicutes,Clostridia,,,,
Otu6269,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
Otu6271,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
Otu6274,Bacteria,Bacteroidetes,,,,,
Otu6272,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6273,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
Otu6277,Bacteria,,,,,,
Otu6278,Bacteria,,,,,,
Otu6275,Bacteria,Bacteroidetes,,,,,
Otu6276,Bacteria,Bacteroidetes,,,,,
Otu6280,Bacteria,,,,,,
Otu6279,Archaea,Euryarchaeota,,,,,
Otu6281,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
Otu6284,Bacteria,,,,,,
Otu6283,Bacteria,,,,,,
Otu6282,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6286,Bacteria,,,,,,
Otu6285,Bacteria,,,,,,
Otu6287,Bacteria,,,,,,
Otu6288,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6289,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_III,
Otu6290,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6291,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6292,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6293,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,Clostridium_leptum
Otu6294,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,Clostridium_leptum
Otu6295,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6296,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6297,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_secunda
Otu6298,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
Otu6299,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
Otu6300,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,
Otu6301,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
Otu6302,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
Otu6303,Bacteria,Acidobacteria,Acidobacteria_Gp1,,,,
Otu6304,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
Otu6305,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
Otu6306,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
Otu6307,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
Otu6308,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
Otu6309,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
Otu6310,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,,
Otu6311,Bacteria,Acidobacteria,Acidobacteria_Gp13,Gp13,,,
Otu6312,Bacteria,Acidobacteria,Acidobacteria_Gp13,Gp13,,,
Otu6314,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
Otu6313,Bacteria,Acidobacteria,Acidobacteria_Gp13,Gp13,,,
Otu6315,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family_II,GpIIa,,
Otu6318,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,Olsenella_scatoligenes
Otu6316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,
Otu6317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
Otu6319,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu6320,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus_Pelagibacter,,
Otu6321,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
Otu6322,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,
Otu6323,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus_Pelagibacter,,
Otu6324,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11,Candidatus_Pelagibacter,,
Otu6326,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,
Otu6325,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6327,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Schwartzia,Schwartzia_succinivorans
Otu6328,Bacteria,Firmicutes,,,,,
Otu6329,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu6330,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu6331,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu6332,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu6333,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu6334,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
Otu6335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
Otu6336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
Otu6337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
Otu6338,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6339,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6340,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6341,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6342,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6343,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6344,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6345,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6346,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6347,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6348,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6349,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6350,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6351,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6352,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6353,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6354,Bacteria,Firmicutes,Clostridia,,,,
Otu6355,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6356,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6357,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6358,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6359,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
Otu6360,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu6361,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu6362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
Otu6363,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,
Otu6364,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,
Otu6365,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu6366,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
Otu6367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
Otu6368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Pseudochelatococcus,Pseudochelatococcus_lubricantis
Otu6369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
Otu6370,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,
Otu6371,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
Otu6372,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
Otu6373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
Otu6374,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea_robiniae
Otu6375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
Otu6376,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,
Otu6377,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
Otu6378,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,
Otu6379,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_desmolans
Otu6380,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6381,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6382,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu6383,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu6384,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu6385,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu6386,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_vulgaris
Otu6388,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6387,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu6389,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_callidus
Otu6390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii
Otu6391,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6392,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii
Otu6393,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii
Otu6394,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii
Otu6395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6397,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,
Otu6398,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6399,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6400,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6401,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6402,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6403,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6405,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
Otu6404,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6406,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6407,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6409,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6408,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6410,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6411,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6412,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6413,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6414,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
Otu6415,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,
Otu6416,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6417,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6418,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6419,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
Otu6420,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,
Otu6421,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
Otu6422,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
Otu6423,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu6424,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,
Otu6425,Bacteria,Proteobacteria,,,,,
Otu6426,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,Escherichia_fergusonii
Otu6427,Bacteria,Proteobacteria,,,,,
Otu6429,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6428,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,,
Otu6431,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6430,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Clostridium_swellfunianum
Otu6432,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,
Otu6433,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu6434,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii
Otu6435,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6437,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,
Otu6436,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu6438,Bacteria,,,,,,
Otu6439,__unknown__,,,,,,
Otu6441,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6440,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu6442,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6444,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6445,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,
Otu6446,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6449,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6448,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
Otu6450,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6451,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6453,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6452,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6454,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6455,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu6457,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6456,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
Otu6458,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6459,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6460,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu6461,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6462,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6463,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu6464,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6466,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6468,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu6469,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_coprophilus
Otu6470,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_coprophilus
Otu6471,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6472,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6474,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6473,Bacteria,Bacteroidetes,,,,,
Otu6475,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu6476,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6477,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu6478,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu6479,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu6480,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
Otu6481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu6482,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,,
